Shareholder - Name	Issuer - Name	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Security - Market Value - Currency Code	Stock - Percent Ownership	Data Source URL
BPL Pension	DoorDash Inc	2023-12-31	941	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dorma+Kaba Holding AG	2023-12-31	55	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dorman Products Inc	2023-12-31	68	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Doshisha Co Ltd	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dottikon Es Holding AG	2023-12-31	22	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DoubleVerify Holdings Inc	2023-12-31	127	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Douglas Dynamics Inc	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Douglas Emmett Inc	2023-12-31	79	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Doutor Nichires Holdings Co Lt	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dover Corp	2023-12-31	4.100	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dow Inc	2023-12-31	1.319	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dowa Holdings Co Ltd	2023-12-31	179	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dowlais Group PLC	2023-12-31	107	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Downer Edi Ltd	2023-12-31	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Doximity Inc	2023-12-31	102	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dr. Martens Plc	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Draegerwerk AG & Co KGaA	2023-12-31	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Draper Esprit PLC	2023-12-31	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Drax Group PLC	2023-12-31	2.429	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dream Finders Homes Inc	2023-12-31	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dream Industrial Real Estate I	2023-12-31	63	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dream Unlimited Corp	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dril-Quip Inc	2023-12-31	40	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Driven Brands Holdings Inc	2023-12-31	52	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DS Smith PLC	2023-12-31	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DSM-Firmenich AG	2023-12-31	1.436	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	DSV A/S	2023-12-31	4.490	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	DT Midstream Inc	2023-12-31	765	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DTS Corporation	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Duckhorn Portfolio Inc/The	2023-12-31	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ducommun Inc	2023-12-31	52	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Duerr AG	2023-12-31	45	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dun & Bradstreet Holdings Inc	2023-12-31	106	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dundee Precious Metals Inc	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dunelm Group PLC	2023-12-31	37	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Duolingo Inc	2023-12-31	212	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DuPont de Nemours Inc	2023-12-31	5.606	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Duskin Co Ltd	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dustin Group AB	2023-12-31	874	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dutch Bros Inc	2023-12-31	55	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	DXC Technology Co	2023-12-31	3.998	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	DXP Enterprises Inc	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dycom Industries Inc	2023-12-31	133	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dydo Drinco Inc	2023-12-31	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dye & Durham Ltd	2023-12-31	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dynamic Materials Corp	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dynavax Technologies Corp	2023-12-31	1.947	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dyne Therapeutics Inc	2023-12-31	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dynex Capital Inc	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	E2open Parent Holdings Inc	2023-12-31	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eagle Bancorp Inc	2023-12-31	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	East Japan Railway Co	2023-12-31	1.806	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	East West Bancorp Inc	2023-12-31	5.814	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Easterly Government Properties	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eastern Bankshares Inc	2023-12-31	78	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EastGroup Properties Inc	2023-12-31	267	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ebara Corporation	2023-12-31	6.041	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	eBay Inc	2023-12-31	6.500	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ebos Group Ltd	2023-12-31	2.268	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	EC Healthcare	2023-12-31	3	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eckert & Ziegler AG	2023-12-31	29	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ECN Capital Corp	2023-12-31	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ecolab Inc	2023-12-31	2.434	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Edgewell Personal Care Co	2023-12-31	2.367	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	EDION Corp	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Edison International	2023-12-31	5.010	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Editas Medicine Inc	2023-12-31	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	eDreams ODIGEO SA	2023-12-31	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Education Realty Trust Inc	2023-12-31	114	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Edwards Lifesciences Corp	2023-12-31	4.411	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	EFG Financial Products Holding	2023-12-31	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EFG International AG	2023-12-31	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	eGuarantee Inc	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eiken Chemical Co Ltd	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Einhell Germany AG	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eisai Co	2023-12-31	1.748	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eizo Nanao Corp	2023-12-31	29	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	El Paso Electric Co	2023-12-31	66	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	El.En. SpA	2023-12-31	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elan Corp	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elanco Animal Health Inc	2023-12-31	1.062	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elastic NV	2023-12-31	273	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elco Ltd	2023-12-31	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elders Ltd	2023-12-31	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eldorado Gold Corp	2023-12-31	72	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elecom Co Ltd	2023-12-31	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Electra Consumer Products 1970	2023-12-31	4	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Electra Real Estate Ltd	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Electrolux AB	2023-12-31	61	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Electrolux Professional AB	2023-12-31	39	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Electronic Arts Inc	2023-12-31	12.493	x1_000	EUR	0,08%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elekta AB	2023-12-31	2.869	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Element Fleet Management Corp	2023-12-31	4.419	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Element Solutions Inc	2023-12-31	298	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elevance Health Inc	2023-12-31	14.448	x1_000	EUR	0,09%	https://www.bplpensioen.nl/beleggen
BPL Pension	elf Beauty Inc	2023-12-31	5.327	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eli Lilly & Co	2023-12-31	34.567	x1_000	EUR	0,21%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elia System Operator SA/NV	2023-12-31	213	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elior SCA	2023-12-31	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ELISA OYJ	2023-12-31	3.128	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ellington Financial Inc	2023-12-31	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Elmos Semiconductor AG	2023-12-31	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ElringKlinger AG	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EM SYSTEMS CO LTD	2023-12-31	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Embecta Corp	2023-12-31	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 11Embracer Group AB	2023-12-31	2.105	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Emcor Group Inc	2023-12-31	4.826	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Emmi AG	2023-12-31	67	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Empire State Realty Trust Inc	2023-12-31	54	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Empiric Student Property PLC	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Employers Holdings Inc	2023-12-31	47	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enact Holdings Inc	2023-12-31	1.441	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enagas	2023-12-31	1.340	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Encavis AG	2023-12-31	108	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ence Energia y Celulosa S.A	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Encore Capital Group Inc	2023-12-31	51	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Encore Wire Corp	2023-12-31	142	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Endeavour Group Ltd/Australia	2023-12-31	951	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Endeavour Silver Corp	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Endesa SA	2023-12-31	407	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enel SpA	2023-12-31	1.379	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energean Oil & Gas PLC	2023-12-31	97	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energiekontor AG	2023-12-31	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energix-Renewable Energies Ltd	2023-12-31	123	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energizer Holdings Inc	2023-12-31	2.630	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energy Fuels Inc/Canada	2023-12-31	75	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Energy Recovery Inc	2023-12-31	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enerpac Tool Group Corp	2023-12-31	59	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enerplus Corp	2023-12-31	774	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EnerSys	2023-12-31	53	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enfusion Inc	2023-12-31	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EngageSmart Inc	2023-12-31	79	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Engcon AB	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enghouse Systems Ltd	2023-12-31	954	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Engie	2023-12-31	1.338	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enhabit Inc	2023-12-31	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eni SpA	2023-12-31	2.094	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	en-japan Inc	2023-12-31	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enlight Renewable Energy Ltd	2023-12-31	123	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enliven Therapeutics Inc	2023-12-31	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ennis Inc	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enova International Inc	2023-12-31	60	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enovix Corp	2023-12-31	51	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enpro Inc	2023-12-31	114	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ensign Group Inc/The	2023-12-31	5.280	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enstar Group Ltd	2023-12-31	134	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enterprise Financial Services	2023-12-31	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Entra ASA	2023-12-31	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Entravision Communications Cor	2023-12-31	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Envestnet Inc	2023-12-31	90	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enviri Corp	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Envista Holdings Corp	2023-12-31	1.076	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Enviva Inc	2023-12-31	3	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EOG Resources Inc	2023-12-31	18.341	x1_000	EUR	0,11%	https://www.bplpensioen.nl/beleggen
BPL Pension	EON AG	2023-12-31	32.904	x1_000	EUR	0,20%	https://www.bplpensioen.nl/beleggen
BPL Pension	EPAM Systems Inc	2023-12-31	1.138	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Epiroc AB	2023-12-31	1.416	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	ePlus Inc	2023-12-31	94	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EPR Properties	2023-12-31	124	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eqt Corp	2023-12-31	1.939	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	EQT Partners AB	2023-12-31	591	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equasens	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equinix Inc	2023-12-31	1.663	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equinor ASA	2023-12-31	9.623	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equinox Gold Corp	2023-12-31	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equitable Group Inc	2023-12-31	34	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equital Ltd	2023-12-31	50	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equitrans Midstream Corp	2023-12-31	147	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equity Bancshares Inc	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equity Commonwealth	2023-12-31	85	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equity Lifestyle Properties In	2023-12-31	2.982	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Equity Residential	2023-12-31	7.159	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Erasca Inc	2023-12-31	3	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ERG SpA	2023-12-31	50	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Erich Sixt Vermogensverwaltung	2023-12-31	79	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ERO Copper Corp	2023-12-31	95	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Erste Bank der Oestereichische Sparkassen	2023-12-31	316	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Esab Corp	2023-12-31	142	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ESCO Technologies Inc	2023-12-31	85	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ES-CON JAPAN LTD	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Esker SA	2023-12-31	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ESR REIT	2023-12-31	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Essent Group Ltd	2023-12-31	1.774	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Essential Properties Realty Tr	2023-12-31	85	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Essex Portfolio LP	2023-12-31	5.779	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	EssilorLuxottica	2023-12-31	630	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Establishment Labs Holdings In	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Estee Lauder Cos Inc / The	2023-12-31	3.848	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Etablis Maurel et Prom	2023-12-31	34	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ethan Allen Interiors Inc	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Etsy Inc	2023-12-31	1.200	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Euglena Co Ltd	2023-12-31	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eurazeo	2023-12-31	3.867	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Euroapi SASU	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eurocommercial Properties NV	2023-12-31	34	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eurogroup Laminations SpA	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	European Wax Center Inc	2023-12-31	7	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Europris ASA	2023-12-31	40	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eutelsat Communications	2023-12-31	37	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Event Hospitality and Entertainment	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eventbrite Inc	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Everbridge Inc	2023-12-31	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evercore Partners Inc	2023-12-31	241	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Everest Group Ltd	2023-12-31	2.183	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Everi Holdings Inc	2023-12-31	826	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Eversource Energy	2023-12-31	9.988	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	EVERTEC Inc	2023-12-31	92	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evertz Technologies Ltd	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evolable Asia Corp	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evolent Health Inc	2023-12-31	110	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evolus Inc	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evolution Mining Ltd	2023-12-31	131	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evolv Technologies Holdings In	2023-12-31	24	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Evotec AG	2023-12-31	110	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	EW Scripps Co	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Exact Sciences Corp	2023-12-31	1.229	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Exchange Income Corp	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Exelixis Inc	2023-12-31	250	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Exelon Corp	2023-12-31	5.798	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	ExlService Holdings Inc	2023-12-31	4.087	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	EXOR NV	2023-12-31	8.648	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	eXp World Holdings Inc	2023-12-31	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Expeditors International of Wa	2023-12-31	26.124	x1_000	EUR	0,16%	https://www.bplpensioen.nl/beleggen
BPL Pension	Exponent Inc	2023-12-31	160	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Expro Group Holdings NV	2023-12-31	81	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Extendicare Inc	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Exterran Holdings Inc	2023-12-31	66	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 12Extra Space Storage Inc	2023-12-31	4.910	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Extreme Networks Inc	2023-12-31	717	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Exxon mobil corp	2023-12-31	38.945	x1_000	EUR	0,24%	https://www.bplpensioen.nl/beleggen
