Shareholder - Name	Issuer - Name	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Security - Market Value - Currency Code	Stock - Percent Ownership	Data Source URL
BPL Pension	Bank of Ireland Group PLC	2023-12-31	829	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bank of Montreal	2023-12-31	2.917	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bank of Nagoya Ltd/The	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bank Of New York Mellon	2023-12-31	8.772	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bank of Nova Scotia	2023-12-31	16.780	x1_000	EUR	0,10%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bank Of Queensland Ltd	2023-12-31	88	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bank OZK	2023-12-31	227	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bankinter SA	2023-12-31	147	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BankUnited Inc	2023-12-31	110	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Banner Corp	2023-12-31	59	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bapcor Ltd	2023-12-31	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bar Harbor Bankshares	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BARCLAYS BANK PLC	2023-12-31	1.583	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Barco NV	2023-12-31	49	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Barnes Group Inc	2023-12-31	1.102	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Barratt Developments PLC	2023-12-31	918	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Barrett Business Services Inc	2023-12-31	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Barry Callebaut AG	2023-12-31	1.346	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Base Co Ltd	2023-12-31	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Basic-Fit NV	2023-12-31	59	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Basilea Pharmaceutica	2023-12-31	577	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BAUSCH HEALTH COS INC	2023-12-31	80	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bavarian Nordic A/S	2023-12-31	2.540	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	BAWAG Group AG	2023-12-31	134	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BayCurrent Consulting Inc	2023-12-31	1.030	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bayer AG	2023-12-31	3.473	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bayerische Motoren Werke	2023-12-31	23.669	x1_000	EUR	0,15%	https://www.bplpensioen.nl/beleggen
BPL Pension	BayWa AG	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bazaarvoice Inc	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BC EUROPEAN CAPITAL	2023-12-31	219	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BCE Inc	2023-12-31	768	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BE Semiconductor Industries NV	2023-12-31	1.607	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Beacon Roofing Supply Inc	2023-12-31	1.343	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Beam Therapeutics Inc	2023-12-31	37	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Beauty Health Co/The	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BEAZER HOMES USA	2023-12-31	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Beazley PLC	2023-12-31	152	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Becton Dickinson	2023-12-31	9.598	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bega Cheese Ltd	2023-12-31	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Beiersdorf AG	2023-12-31	3.505	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Beijer Ref AB	2023-12-31	190	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bel Fuse Inc	2023-12-31	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Belc Co Ltd	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Belden Inc	2023-12-31	1.694	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Believe SA	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Belimo Holding AG	2023-12-31	171	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bell AG	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bell System24 Holdings Inc	2023-12-31	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bellevue Gold Ltd	2023-12-31	49	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BellRing Brands Inc	2023-12-31	246	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Belluna Co Ltd	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bellway PLC	2023-12-31	354	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Belships ASA	2023-12-31	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Benchmark Electronics Inc	2023-12-31	1.484	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bendigo and Adelaide Bank Ltd	2023-12-31	145	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Benefit One Inc	2023-12-31	37	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Benefit Street Partners Realty	2023-12-31	47	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Benesse Holdings Inc	2023-12-31	55	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Beneteau	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bengo4.com Inc	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Berkeley Group Holdings PLC	2023-12-31	405	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Berkshire Hathaway Fin	2023-12-31	9.840	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	Berkshire Hills Bancorp Inc	2023-12-31	52	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BERRY PLASTICS CORP	2023-12-31	286	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bertrandt AG	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Best Buy Co	2023-12-31	11.264	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	Best World International Ltd	2023-12-31	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Betsson AB	2023-12-31	50	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Better Collective A/S	2023-12-31	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Beyond Inc	2023-12-31	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Beyond Meat Inc	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BGC Group Inc	2023-12-31	92	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bic Camera Inc	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Big Shopping Centers 2004 Ltd	2023-12-31	116	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Big Yellow Group PLC	2023-12-31	81	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BigCommerce Holdings Inc	2023-12-31	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bilfinger Berger AG	2023-12-31	49	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bilia AB	2023-12-31	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Billerud AB	2023-12-31	171	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BioArctic AB	2023-12-31	52	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BioCryst Pharmaceuticals Inc	2023-12-31	37	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BioGaia AB	2023-12-31	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Biogen Idec Inc	2023-12-31	14.414	x1_000	EUR	0,09%	https://www.bplpensioen.nl/beleggen
BPL Pension	Biohaven Pharmaceutical Holdin	2023-12-31	77	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BioLife Solutions Inc	2023-12-31	24	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BioMarin Pharmaceutical Inc	2023-12-31	1.719	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Biomea Fusion Inc	2023-12-31	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BioMerieux	2023-12-31	1.593	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	BIOSTIME	2023-12-31	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Biotage AB	2023-12-31	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Birchcliff Energy Ltd	2023-12-31	22	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bird Construction Inc	2023-12-31	860	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blackbaud Inc	2023-12-31	118	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 5Blackberry Ltd	2023-12-31	105	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blackline Inc	2023-12-31	103	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blackrock Inc	2023-12-31	4.093	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blackstone Holdings Fina	2023-12-31	257	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blackstone Inc	2023-12-31	265	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blackstone Mortgage Trust Inc	2023-12-31	138	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BleuScope Steel Limited	2023-12-31	3.008	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bloom Energy Corp	2023-12-31	70	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blue Bird Corp	2023-12-31	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blue Owl Capital Inc	2023-12-31	160	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blue Square Real Estate Ltd	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bluegreen Vacations Holding Co	2023-12-31	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blueprint Medicines Corp	2023-12-31	170	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BML Inc	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BMO Commercial Property Trust	2023-12-31	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BNP Paribas	2023-12-31	314	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BNP Paribas SA	2023-12-31	105	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boardwalk Real Estate Investment	2023-12-31	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bodycote PLC	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boiron SA	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BOISE CASCADE COMPANY	2023-12-31	106	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BOK Financial Corp	2023-12-31	109	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boliden AB	2023-12-31	1.357	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bombardier Inc	2023-12-31	3.037	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	BoneSupport Holding AB	2023-12-31	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	boohoo.com plc	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Booking Holdings Inc	2023-12-31	15.176	x1_000	EUR	0,09%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boozt AB	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boralex Inc	2023-12-31	138	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Borgwarner Inc	2023-12-31	2.158	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Borr Drilling Ltd	2023-12-31	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Borregaard ASA	2023-12-31	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Borussia Dortmund GmbH & Co KG	2023-12-31	22	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boss Energy Ltd	2023-12-31	73	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bossard Holding AG	2023-12-31	24	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boston Beer Co Inc/The	2023-12-31	114	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boston Omaha Corp	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boston Properties LP	2023-12-31	2.639	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boston Scientific Corp	2023-12-31	5.890	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bouygues SA	2023-12-31	10.930	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bowlero Corp	2023-12-31	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Box Inc	2023-12-31	134	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boyd Gaming Corp	2023-12-31	183	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boyd Group Services Inc	2023-12-31	177	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BP Captial Markets PLC	2023-12-31	4.758	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	BPost SA	2023-12-31	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brady Corp	2023-12-31	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brambles Finance PLC	2023-12-31	4.407	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brandywine Oper Partners	2023-12-31	1.493	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bravida Holding AB	2023-12-31	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Braze Inc	2023-12-31	66	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bread Financial Holdings Inc	2023-12-31	76	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brembo SpA	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brenntag AG	2023-12-31	2.868	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Breville Group Ltd	2023-12-31	39	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brickworks Ltd	2023-12-31	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bridgebio Pharma Inc	2023-12-31	103	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bridgepoint Group PLC	2023-12-31	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bridgestone Corp	2023-12-31	2.119	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bright Horizons Family Solutio	2023-12-31	173	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brighthouse Financial Inc	2023-12-31	174	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BrightSpire Capital Inc	2023-12-31	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brinker International Inc	2023-12-31	2.534	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bristol Myers Squibb Company	2023-12-31	30.337	x1_000	EUR	0,19%	https://www.bplpensioen.nl/beleggen
BPL Pension	BRITISH LAND CO PLC	2023-12-31	1.557	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	British Telecommunications PLC	2023-12-31	159	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Britvic PLC	2023-12-31	134	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Broadcom Inc	2023-12-31	30.157	x1_000	EUR	0,19%	https://www.bplpensioen.nl/beleggen
BPL Pension	Broadridge Financial Solutions	2023-12-31	868	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Broadstone Net Lease Inc	2023-12-31	1.807	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brookdale Senior Living Inc	2023-12-31	29	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brookfield Infrastructure Corp	2023-12-31	209	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brookfield Reinsurance Ltd	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brookline Bancorp Inc	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brother Industries Ltd	2023-12-31	3.892	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brown & Brown Inc	2023-12-31	2.705	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brown-Forman Corporation	2023-12-31	3.811	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	BRP Group Inc	2023-12-31	39	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bruker Corp	2023-12-31	263	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brunel International NV	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brunello Cucinelli SpA	2023-12-31	91	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BSR Real Estate Investment Tru	2023-12-31	24	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bucher Industries AG	2023-12-31	80	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Buckle Inc/The	2023-12-31	940	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bufab AB	2023-12-31	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Builders FirstSource Inc	2023-12-31	3.264	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bumble Inc	2023-12-31	1.764	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bunge Global SA	2023-12-31	3.825	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bunka Shutter Co Ltd	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bunzl PLC	2023-12-31	3.878	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Burberry Group PLC	2023-12-31	1.245	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Burckhardt Compression Holding	2023-12-31	81	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bure Equity AB	2023-12-31	44	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Burford Capital Ltd	2023-12-31	95	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Burkhalter Holding AG	2023-12-31	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Burlington Resources Fin	2023-12-31	1.651	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Business First Bancshares Inc	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BWP Trust	2023-12-31	38	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Byline Bancorp Inc	2023-12-31	5	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bystronic AG	2023-12-31	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bytes Technology Group PLC	2023-12-31	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	C Uyemura & Co Ltd	2023-12-31	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	C&C Group PLC	2023-12-31	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CA Immobilien Anlagen AG	2023-12-31	46	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cabaletta Bio Inc	2023-12-31	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cable One Inc	2023-12-31	73	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cactus Inc	2023-12-31	136	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cadeler A/S	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cadence BanCorp	2023-12-31	158	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cadence Design Inc	2023-12-31	16.528	x1_000	EUR	0,10%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cadre Holdings Inc	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cafe de Coral Holdings Ltd	2023-12-31	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cairn Homes PLC	2023-12-31	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Calavo Growers Inc	2023-12-31	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Calbee Inc	2023-12-31	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Caleres Inc	2023-12-31	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	California Water Service Group	2023-12-31	192	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Calix Inc	2023-12-31	768	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Calix Ltd	2023-12-31	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Calliditas Therapeutics AB	2023-12-31	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 6Callon Petroleum Co	2023-12-31	57	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cal-Maine Foods Inc	2023-12-31	93	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Camden National Corp	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Campbell Soup Co	2023-12-31	1.746	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Camping World Holdings Inc	2023-12-31	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Camtek Ltd/Israel	2023-12-31	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Camurus AB	2023-12-31	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canaccord Genuity Group Inc	2023-12-31	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canada Goose Holdings Inc	2023-12-31	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadia Apartment Properties	2023-12-31	2.416	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian Energy Services & Tec	2023-12-31	1.017	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian Imperial Bank of Commerce	2023-12-31	8.684	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian National Railway Co	2023-12-31	3.418	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian Pacific Railway Ltd	2023-12-31	515	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian Tire Corp Ltd	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian Tire Corp-Class A	2023-12-31	2.566	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
